"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/AmericanThinker","https://pbs.twimg.com/profile_images/193325534/at-painter_bigger.gif","American Thinker","@AmericanThinker","·","Apr 30","As Trump Derangement Syndrome echoes north of the border, incoming","Canadian","Prime Minister Mark Carney inherits a nation grappling with rising","1","4","553","unemployment",", stagnant GDP per capita, strained healthcare, and public frustration.","What happens now that Canada voted against Trump?","","","","","",""
"https://x.com/davehoje64112","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Davehoje","@davehoje64112","·","Apr 30","Funny that when we have one of the lowest","unemployment","rates in","","","6","Canadian","history, all the unemployed still run in your circles. Says a lot about what a loser you are. 6.7%","","Replying to","https://x.com/EstateLevy","@EstateLevy","","",""
"https://x.com/itspoopintheend","https://pbs.twimg.com/profile_images/1686867297271451648/AMK0BC-t_bigger.jpg","Poop","@itspoopintheend","·","Apr 30","No electricity
No heat
High food prices
High taxes
Corrupt government
Government waste 
High","unemployment","Run on","","","3","Canadian","banks
Run on hospitals
General panic and mayhem.","","Replying to","https://x.com/MichelleMaxwell","@MichelleMaxwell","","",""
"https://x.com/guy369","https://pbs.twimg.com/profile_images/1843247656501493760/mnD7J9rE_bigger.jpg","Buddy","@guy369","·","Apr 30","None of these equal a failed state. 

Quebec wanted to separate in the past too, does that mean we’ve been a failed state since then?

“Deeply frustrated” is emotional, not logical","Canadian","economy will be fine, won’t be great, but we won’t have 20%+","","","32","unemployment","… I hope","","Replying to","https://x.com/EricRStPierre","@EricRStPierre","","",""
"https://x.com/DanExplainsIt","https://pbs.twimg.com/profile_images/1946299470267797504/tKst8bh4_bigger.jpg","TheEducator","@DanExplainsIt","·","Apr 29","Canada is facing:
Rising","unemployment","Rising youth","1","1","50","unemployment","Rising immigration
Rising debt
Rising costs
Falling standard of living
Falling pay
Falling currency
Falling exports
Aging population

Can a","","Replying to","https://x.com/EricLDaugh","@EricLDaugh","","",""
"https://x.com/OaksFL","https://pbs.twimg.com/profile_images/1911529965004181504/Xo9VhFEd_bigger.jpg","OaksV1","@OaksFL","·","Apr 29","As a","Canadian",", my heart breaks for the election results, I guess 10 years of the Liberals f****** Canadians wasn't enough, I guess some people want more abuse, violence, crime, high inflation, brutal","","","50","unemployment",", and to be able to not afford groceries or pay the rent","","Replying to","https://x.com/leafsnlifts","@leafsnlifts","","",""
"https://x.com/Radtechvision","https://pbs.twimg.com/profile_images/1495706317754757123/9aIt4xei_bigger.jpg","Radtechvet","@Radtechvision","·","Apr 29","A ruined","Canadian","economy with 30%","","","7","unemployment","will be easy to annex.","","Replying to","https://x.com/guypbenson","@guypbenson","","",""
"https://x.com/nothingburger89","https://pbs.twimg.com/profile_images/1851322345992175617/SoinzsYa_bigger.jpg","Kappy","@nothingburger89","·","Apr 29","Now that","Canadian","boomers voted to destroy their children/grandchildren/great-grandchildren because CBC told them the Orange Man is bad, enjoy this thread of mass","1","","66","unemployment","lines and homelessness clips in Canada, especially Ontario

Youth/young adult","","","","","","",""
"https://x.com/smudboy","https://pbs.twimg.com/profile_images/883496554941775873/G9t-dlTE_bigger.jpg","smudboy","@smudboy","·","Apr 29","Trump wants to annex Canada.

And you think ""hey let's talk"" would've garnered anti-Trump","Canadian","voters?

Trump declared a trade war!","1","1","100","Unemployment","is up. Companies are closing. How do you think people feel, Ian?","Quote","","","","","",""
"https://x.com/nothingburger89","https://pbs.twimg.com/profile_images/1851322345992175617/SoinzsYa_bigger.jpg","Kappy","@nothingburger89","·","Apr 29","Now that","Canadian","boomers voted to destroy their children/grandchildren/great-grandchildren because CBC told them the Orange Man is bad, enjoy this thread of mass","1","","66","unemployment","lines and homelessness clips in Canada, especially Ontario

Youth/young adult","","","","","","",""
"https://x.com/dantechtrials","https://pbs.twimg.com/profile_images/1865078865086885888/ytjUqUkw_bigger.jpg","RocketFan Dan","@dantechtrials","·","Apr 29","Another leap, another career obituary for","Canadian","tech workers. At this rate, we'll be left detailing our own","","","37","unemployment","forms.","","Replying to","https://x.com/Architizer","@Architizer","","",""
"https://x.com/SajithSwami","https://pbs.twimg.com/profile_images/1616812495057862658/s73dNY8u_bigger.jpg","Sajithkumar Swaminathan-LinkedIn Top Voice","@SajithSwami","·","Apr 29","Navigating Canada’s Job Market in 2025: Skills That Shine Amid Change 

The recent","Canadian","federal election has ushered in a new chapter. As we look to the first three months of 2025, businesses face challenges from a delicate economic outlook, with","1","","64","unemployment","ticking up to","","","","","","",""
"https://x.com/modifieddespair","https://pbs.twimg.com/profile_images/1828406724040241152/OGQKM_wn_bigger.jpg","M Ahsanur Rahim","@modifieddespair","·","Apr 29","We need to wake up to the fact that","Canadian","youth are turning hard right because of the massive surplus in lower wage and entry positions because Canada unwittingly became the youth","1","2","151","unemployment","program through a student visa system geared towards college profits not edu","","Replying to","https://x.com/NarcityCanada","@NarcityCanada","and","https://x.com/MikePMoffatt","@MikePMoffatt"
"https://x.com/svendsen1229","https://pbs.twimg.com/profile_images/1882500504670121984/E-0ekNfk_bigger.jpg","Dusty Nova","@svendsen1229","·","Apr 29","transfer payments to the province of Quebec equate to $3300 per citizen / or $4500 per worker, while their","Canadian","rate is the lowest in the nation at just 4.1%.","","","19","unemployment","","","","","","","",""
"https://x.com/rustcaboose","https://pbs.twimg.com/profile_images/1897039726944604161/NvB9LW9Z_bigger.jpg","Caboose","@rustcaboose","·","Apr 29","I hope Canada pours money into benefits for","unemployment","and homelessness. Then an American private organization should start shipping the unemployed homeless out of the cities and to the","","","11","Canadian","border. 

Let Canada be our garbage bin.","","Replying to","https://x.com/FoxNews","@FoxNews","","",""
"https://x.com/HOLDER00027","https://pbs.twimg.com/profile_images/1788591350457487361/ajrIn4ug_bigger.jpg","KSAULNIER","@HOLDER00027","·","Apr 29","It's been known for a while. Birth rates have dropped. Instead of incentivizing","Canadian","families to have more children, they would rather import people who do not want to assimilate to","1","","9","Canadian","life. Secondly, the","","Replying to","https://x.com/defensiveshok","@defensiveshok","and","https://x.com/GamingOnWheels","@GamingOnWheels"
"https://x.com/MarkMorawski","https://pbs.twimg.com/profile_images/1430624717/Marek-1_1B1__bigger.jpg","Mark Morawski","@MarkMorawski","·","Apr 29","My prediction next 8 years Liberals government leading to even bigger deficits, joining war in Europe, big inflation with saving of","Canadian","to be inflated to 0 and default of Country with","1","","11","unemployment","15% or more.","","Replying to","https://x.com/midnightriderV2","@midnightriderV2","","",""
"https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","Grok","@grok","·","Apr 29","’s “sad girl npc take” vents frustration with Canada’s economic stagnation, high","unemployment",", and political uncertainty in April 2025, worsened by U.S. trade threats. Calling citizens “weak” and “passive” taps into stereotypes of","1","1","15","Canadian","politeness, but","","Replying to","https://x.com/endsult","@endsult","and","https://x.com/Oceandaisey","@Oceandaisey"
"https://x.com/HugoLevasseur","https://pbs.twimg.com/profile_images/1857469828929347584/_SVwpGM1_bigger.jpg","Hugo","@HugoLevasseur","·","Apr 29","Congrats","Canadian","boomers, you have won your election.

At what cost though?

Today:
The","2","11","648","Canadian","dollar is worth: $0.72USD
The","","","","","","",""
"https://x.com/Robert95927662","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Robert","@Robert95927662","·","Apr 29","AS OPPOSED TO THE GUY THAT.  

Would cave to Trump
Create massive","unemployment","Create a larger housing mess
Cut services
Cut","","","10","canadian","Trade to appease US.

Shall we go on.  Pierre was not the fit for Canada at this time. If ever","","Replying to","https://x.com/JayGenXer","@JayGenXer","","",""
"https://x.com/2geeMurphy","https://pbs.twimg.com/profile_images/1856880203248930823/sCQHYHLf_bigger.jpg","Great","@2geeMurphy","·","Apr 29","Congrats. This is the time to work on Canada","unemployment",". Stop those people that give job only people from their native countries and throw away Canadians resumes. 
They even give job to people not in Canada while many graduated","","","11","Canadian","has no job","","Replying to","https://x.com/MarkJCarney","@MarkJCarney","","",""
"https://x.com/TheFP","https://pbs.twimg.com/profile_images/1600596313720164357/KqFhncED_bigger.jpg","The Free Press","@TheFP","·","Apr 29","“The Liberals have run Canada since Justin Trudeau became prime minister a decade ago, but their time in power has been beset by soaring inflation during Covid, an affordability crisis, stagnating income, and high","unemployment",". Over that 10-year span, the","11","9","12K","Canadian","economy has","","","","","","",""
"https://x.com/StandingFree2","https://pbs.twimg.com/profile_images/1501377494322143234/xkx5FFit_bigger.jpg","PPC 4 the Win","@StandingFree2","·","Apr 29","Can we now drop that stupid slogan ‘Elbows Up’ with a new","Canadian","slogan that fits? ‘Taxes Up, Crime Up, Groceries Up, Immigration Up, Censorship Up,","","","2","Unemployment","Up’","","Replying to","https://x.com/liberal_party","@liberal_party","","",""
"https://x.com/AhmetGocer2","https://pbs.twimg.com/profile_images/3303466384/194270f26851a8de7b55b33934c987f3_bigger.jpeg","Ahmet Gocer","@AhmetGocer2","·","Apr 29","""Blue Wave"" this is what the","Canadian","people have voted for: 
more crime, drugs epidemics,","","","22","unemployment",", more rights for minorities and Indians over majority White population, mental health issues, socialism, communism, nwo and wef policies that will crash their economy, why?","","","","","","",""
"https://x.com/MattyIce008","https://pbs.twimg.com/profile_images/1769197389225627648/s-0MIgr0_bigger.jpg","Shane Gillis Downs","@MattyIce008","·","Apr 29","Feels disgusting to be a","Canadian","this morning. Feels stupid to be honest. I wonder what excuses or state media will put up when gas goes to $1.75/liter and","1","13","178","unemployment","goes over 10% and social programs start failing and bankruptcy sweeps the nation and the government prints $","","Replying to","https://x.com/ZubyMusic","@ZubyMusic","","",""
"https://x.com/DwnDak","https://pbs.twimg.com/profile_images/611196652855148544/FtEpdWcg_bigger.jpg","Lou Stoule","@DwnDak","·","Apr 29","Highest","unemployment","since 2014. Extra/new taxes making life unaffordable. Reckless immigration overwhelming the already poor healthcare system. And removing traditional","","","20","Canadian","values. Ya..... Let's vote Liberal again! Unreal. I'm truly ashamed to say I'm","","Replying to","https://x.com/The_RyN_2k","@The_RyN_2k","","",""
"https://x.com/DowsonGeoff","https://pbs.twimg.com/profile_images/1494213827713384452/PZYobMob_bigger.jpg","Geoff D","@DowsonGeoff","·","Apr 29","I hope you like taxes, collapsed economy, recession (if we are not there now), lower","canadian","dollar,","","","9","unemployment",", mass immigration crime continues rise …. Carney destroyed Bank of Canada And England . Tsunami destroying Canada ..","","Replying to","https://x.com/mileslunn","@mileslunn","","",""
"https://x.com/Christians60652","https://pbs.twimg.com/profile_images/1790123512163684352/X7du1xk8_bigger.png","Reg Christiansen","@Christians60652","·","Apr 29","Ain't no one stoooopider than a Sheeeeeeple lefty","Canadian","....
6%","","","5","Unemployment","massive national and Province debt...
Trumps got ALL the cards...

And no future... so they vote for more left..

That's Plain Dumb....

Wake TF Up!","Quote","","","","","",""
"https://x.com/TomCzitron","https://pbs.twimg.com/profile_images/1862638670173421568/9YfeNT4Q_bigger.jpg","Tom Czitron","@TomCzitron","·","Apr 29","Carney may well have drank from a poisoned chalice tonight. The","Canadian","economy is at the precipice of the major downturn. In six months, things may be awful. Half the country hates his guts. That figure will soar with the","1","2","137","unemployment","rate.","","","","","","",""
"https://x.com/TroyMontana18","https://pbs.twimg.com/profile_images/1592734713164492800/q1dZop66_bigger.jpg","Troy Montana","@TroyMontana18","·","Apr 29","line tomorrow? ...... or shopping spree with Justin, at","Unemployment","Tire? .....","1","","28","Canadian","","","Replying to","https://x.com/PierrePoilievre","@PierrePoilievre","","",""
"https://x.com/Kristos416","https://pbs.twimg.com/profile_images/1920476414303674368/CtsrWF6F_bigger.jpg","Kristos","@Kristos416","·","Apr 28","Instead we got a globally banker with a track record of evading","Canadian","taxes 
The record demand at food banks will grow along with youth","","","27","unemployment","as Carney continues to flood the county with low skilled workers.
What govt handouts do you get Mohammad?","","Replying to","https://x.com/remember_target","@remember_target","and","https://x.com/PeterSchiff","@PeterSchiff"
"https://x.com/GeorgegClay1","https://pbs.twimg.com/profile_images/1373282501297381378/VwcKLRSu_bigger.jpg","Georgeg Clay","@GeorgegClay1","·","Apr 28","tariffs were lies about the Dairy industry. It does not pay 250% tariffs. A pure lie called out by the dairy industry. From this point on, we cannot believe anything","Canadian","numbers, GDP numbers, and certainly not about factories starting.","1","","30","unemployment","","Fact check: What Trump doesn’t mention about Canada’s dairy tariffs | CNN Politics","Replying to","https://x.com/RadioDystopia","@RadioDystopia","and","https://x.com/anders_aslund","@anders_aslund"
"https://x.com/Kristos416","https://pbs.twimg.com/profile_images/1920476414303674368/CtsrWF6F_bigger.jpg","Kristos","@Kristos416","·","Apr 28","More record levels of food bank demand and record levels of youth","unemployment",". Only a selfish prick votes liberal and for a guy who ran a massive corp evading","2","","24","Canadian","taxes.","","Replying to","https://x.com/6ixfather88","@6ixfather88","and","https://x.com/CarloColaiacovo","@CarloColaiacovo"
"https://x.com/TourismHRCanada","https://pbs.twimg.com/profile_images/1942281233456676864/H1fxScIQ_bigger.png","Tourism HR Canada","@TourismHRCanada","·","Apr 28","Larger losses in employment (-20k workers) than labour force (-13k people) pulled tourism","unemployment","higher in March.

However, labour & employment were up from 2024 and pre-pandemic 2019.

Get the full scoop in our latest Tourism Labour Market Snapshot:","","","62","","","","","","","","",""
"https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","Grok","@grok","·","Apr 28","The","Canadian","Liberal government has not weakened the economy in 2025, with GDP growth projected at 2.4%, leading the G7. Inflation is stable near 2%, and","","","24","unemployment","is low, indicating strong economic performance. Hudson's Bay's closure is due to retail challenges like online","","Replying to","https://x.com/raven2023134931","@raven2023134931","and","https://x.com/ezralevant","@ezralevant"
"https://x.com/chooseyourwow","https://pbs.twimg.com/profile_images/1926092856315322368/qmBh5MgG_bigger.jpg","Mark Lines","@chooseyourwow","·","Apr 28","F*ck yeah. I cannot comprehend the mind of a","Canadian","who would vote Liberal after what has happened to our country in the last 10 years. 

I wont go thru the increased crime,","1","6","63","unemployment","for our children, housing unaffordablity, debt about to balloon, etc.  

But focus on","","Replying to","https://x.com/CanadianOilExec","@CanadianOilExec","and","https://x.com/HaveWeAllGoneM1","@HaveWeAllGoneM1"
"https://x.com/inquizmedia","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Patrick","@inquizmedia","·","Apr 27","Pierre still wants to fund ww3…. Bring in millions of immigrants to take our jobs with near 15%","unemployment","… no plan to incentivize production/jobs here… same old same old. That’s why he’s lost a 20 pt lead over the most hated regime in","","","14","Canadian","history.","","Replying to","https://x.com/truckdriverpleb","@truckdriverpleb","","",""
"https://x.com/Roll4Rod","https://pbs.twimg.com/profile_images/1433123202549436417/7ZAXCsac_bigger.jpg","Rodster","@Roll4Rod","·","Apr 27","How is he going to protect them by increasing tariffs and adding a carbon tax to steel? If Carney gets in Canada will see the biggest","unemployment","in","","","9","Canadian","history.","Quote","","","","","",""
"https://x.com/luxewithoutdebt","https://pbs.twimg.com/profile_images/1506272677476118541/8uu0E7Nc_bigger.jpg","Bria","@luxewithoutdebt","·","Apr 27","NO OH The liberals were thinking about the future & proposed a marginal increase to CPP and EI contributions, so","Canadian","would be better set for their pensions, and would have","1","1","194","unemployment","benefits in case they unfortunately lost their jobs....THE HORROR!","","Replying to","https://x.com/WayneMathison","@WayneMathison","and","https://x.com/JPParent11","@JPParent11"
"https://x.com/DougkasJames","https://pbs.twimg.com/profile_images/1776402838609932288/kk1tcVhN_bigger.png","james Douglas","@DougkasJames","·","Apr 26","If you vote for love, you will get the highest crime rate in","Canadian","history, the highest housing prices in history, record high on","3","","50","unemployment",", more debt in nine years than all other Prime Minister combined, this kind of love we don’t need
Vote for prosperity and peace","","Replying to","https://x.com/PeterHRatcliffe","@PeterHRatcliffe","and","https://x.com/MarkJCarney","@MarkJCarney"
"https://x.com/POd_Canadian","https://pbs.twimg.com/profile_images/1890994630918799360/PKcz4Sz5_bigger.jpg","Pissed Off Canadian","@POd_Canadian","·","Apr 26","I live in Carleton.
I don't have a lawn sign.
I am part of the silent majority that will send skippy to the","unemployment","office.","1","","16","","","","Replying to","https://x.com/Squidillian","@Squidillian","and","https://x.com/greenrose351","@greenrose351"
"https://x.com/Roll4Rod","https://pbs.twimg.com/profile_images/1433123202549436417/7ZAXCsac_bigger.jpg","Rodster","@Roll4Rod","·","Apr 27","How is he going to protect them by increasing tariffs and adding a carbon tax to steel? If Carney gets in Canada will see the biggest","unemployment","in","","","9","Canadian","history.","Quote","","","","","",""
"https://x.com/Lola50000000","https://pbs.twimg.com/profile_images/1725510917012459520/k-YMatJb_bigger.jpg","Lola","@Lola50000000","·","Apr 26","Your government has destroyed Canada . Wasteful spending , corruption, immigration way out of control,","unemployment","of","1","","18","Canadian","citizens, homelessness, healthcare shortages, shame on you !
Shame on the liberal government!","","Replying to","https://x.com/cafreeland","@cafreeland","and","https://x.com/MarkJCarney","@MarkJCarney"
"https://x.com/TerraLostralis","https://pbs.twimg.com/profile_images/1868136872607891456/I7RSlbwh_bigger.jpg","Oz Dodo","@TerraLostralis","·","Apr 26","The polite and courteous","Canadian","society has copped the brunt of this, it's a frequent topic on their subreddits. 

As a result their youth","","","58","unemployment","has skyrocketed.","","Replying to","https://x.com/OMGTheMess","@OMGTheMess","","",""
"https://x.com/BehindTheNewsCA","https://pbs.twimg.com/profile_images/1930527966246891520/ndyg5aOF_bigger.jpg","Canadian Anti-Woke Warrior","@BehindTheNewsCA","·","Apr 26","The way we keep Canada, Canada is to get rid of fake","Canadian","/ Sikh terrorist grifters like YOU, who supported the Liberals while they dismantled our country piece by piece.  

YOU will be on the","","","11","unemployment","line on Tuesday that you created for Canadians - champagne socialist","Quote","","","","","",""
"https://x.com/Roll4Rod","https://pbs.twimg.com/profile_images/1433123202549436417/7ZAXCsac_bigger.jpg","Rodster","@Roll4Rod","·","Apr 27","How is he going to protect them by increasing tariffs and adding a carbon tax to steel? If Carney gets in Canada will see the biggest","unemployment","in","","","9","Canadian","history.","Quote","","","","","",""
"https://x.com/Lola50000000","https://pbs.twimg.com/profile_images/1725510917012459520/k-YMatJb_bigger.jpg","Lola","@Lola50000000","·","Apr 26","Your government has destroyed Canada . Wasteful spending , corruption, immigration way out of control,","unemployment","of","1","","18","Canadian","citizens, homelessness, healthcare shortages, shame on you !
Shame on the liberal government!","","Replying to","https://x.com/cafreeland","@cafreeland","and","https://x.com/MarkJCarney","@MarkJCarney"
"https://x.com/KoppesPatrick","https://pbs.twimg.com/profile_images/1895625776130621440/LTaIb-fU_bigger.jpg","Patrick Koppes","@KoppesPatrick","·","Apr 26","So Trump master plan, Subaru will transfer the Outlook production for","Canadian","cars back to Japan because of the tariff war and American workers will loose their job! No words if the Wilderness’s version will be transferred to Japan causing more","1","2","57","unemployment","! Free trade","","","","","","",""
"https://x.com/BehindTheNewsCA","https://pbs.twimg.com/profile_images/1930527966246891520/ndyg5aOF_bigger.jpg","Canadian Anti-Woke Warrior","@BehindTheNewsCA","·","Apr 26","The way we keep Canada, Canada is to get rid of fake","Canadian","/ Sikh terrorist grifters like YOU, who supported the Liberals while they dismantled our country piece by piece.  

YOU will be on the","","","11","unemployment","line on Tuesday that you created for Canadians - champagne socialist","Quote","","","","","",""
"https://x.com/Shotsy10","https://pbs.twimg.com/profile_images/1708143845408423936/2i3HxtUo_bigger.jpg","Shotsy","@Shotsy10","·","Apr 25","Youth","unemployment","up 7.6%...well I'm not going to pay a 16 year old, who lives at home with mom and dad.. 16.75 $ an hour to clean tables and wash dishes. And the Govt paying incentives to businesses to hire immigrants is not helping","","","17","Canadian","kids get a job.","","Replying to","https://x.com/PierrePoilievre","@PierrePoilievre","","",""
"https://x.com/Shotsy10","https://pbs.twimg.com/profile_images/1708143845408423936/2i3HxtUo_bigger.jpg","Shotsy","@Shotsy10","·","Apr 25","Youth","unemployment","up 7.6%...well I'm not going to pay a 16 year old, who lives at home with mom and dad.. 16.75 $ an hour to clean tables and wash dishes. And the Govt paying incentives to businesses to hire immigrants is not helping","","","11","Canadian","kids get a job.","","Replying to","https://x.com/SabrinaMaddeaux","@SabrinaMaddeaux","","",""
"https://x.com/CarelessGreek","https://pbs.twimg.com/profile_images/1147156437413650437/4UnZvCz9_bigger.png","༺CarelessGreek⸎","@CarelessGreek","·","Apr 25","It's these two guys that ruined everything, remember.  They made the GST, they signed Free Trade and Mulroney dismantled the","Canadian","economy, raised home costs and raised","","","10","unemployment","and inflation so much so that the Cons lost all but 2 seats, that's how popular Cons are!","","Replying to","https://x.com/LifeOfFinance12","@LifeOfFinance12","and","https://x.com/CanadianOilExec","@CanadianOilExec"
"https://x.com/RPAT75","https://pbs.twimg.com/profile_images/1613015722506194944/JDtk-Auu_bigger.jpg","Raj","@RPAT75","·","Apr 25","Very soon","Canadian","will face crisis about housing crash,","2","","7","unemployment","because of liberal last 10 years","","Replying to","https://x.com/CTVNews","@CTVNews","","",""
"https://x.com/IdeateJS","https://pbs.twimg.com/profile_images/970709730023956480/cMV9GjUG_bigger.jpg","Market Reaper","@IdeateJS","·","Apr 25","Oh it won't be Conservatives being violent it will be every homeless non-political","Canadian","robbing and shooting each other when inflation and","","","12","unemployment","hits 25% under Liberal pump and dump policies.","","Replying to","https://x.com/SpurrellPaul","@SpurrellPaul","and","https://x.com/RodKahx","@RodKahx"
"https://x.com/maliseet1028","https://pbs.twimg.com/profile_images/1681288315712970753/awD8mYLn_bigger.jpg","Martin Dortmund","@maliseet1028","·","Apr 25","How would any sane","canadian","vote ndp or lib in this election??
I don't get it
10 yrs of destruction by both parties joined at the hip 
Cmon people wake up for the sake of your kids 

Look at every metric that has hit rock bottom...immigration...","","","9","unemployment","...crime..deficit","","","","","","",""
"https://x.com/sandeasy_","https://pbs.twimg.com/profile_images/1417202393737941000/GJzauy01_bigger.jpg","x - Sandy","@sandeasy_","·","Apr 25","Are even worse if the average person was as terrible at their job as most of the Edmonton media the","unemployment","rate would be 90%. The media are frankly racist against foreign players while acting like any","1","1","10","Canadian","can do no wrong unless they are a young D who occasionally","","Replying to","https://x.com/sandeasy_","@sandeasy_","","",""
"https://x.com/QuoVadisCaptain","https://pbs.twimg.com/profile_images/1832099041364127744/kQPK-LEu_bigger.jpg","Quo Vadis Captain","@QuoVadisCaptain","·","Apr 24","Fck. Right. Off.","Canadian","Of all the detestable","1","3","792","Unemployment","Politicians, you are near the Top. 

4 more days till chronic","","Replying to","https://x.com/junonewscom","@junonewscom","","",""
"https://x.com/ThouDothProtest","https://pbs.twimg.com/profile_images/1589587148415565824/y4APMqwg_bigger.jpg","Me Thinks Thou Doth Protest Too Much","@ThouDothProtest","·","Apr 24","Ran the country into the ground?

The TSX is 7x more profitable than when PP was in government.","Canadian","companies have been extremely profitable. 

Because of that, our","","","7","unemployment","is its lowest in our lifetime. 

Our GDP grew to 9th largest in the world. 

3 more terms.","","Replying to","https://x.com/IMDLL2","@IMDLL2","and","https://x.com/nationalpost","@nationalpost"
"https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","Grok","@grok","·","Apr 23","About 76% of Canada's exports go to the US, totaling $721.1 billion in 2024. Losing the US as a trade partner would likely cause severe economic issues, including a GDP drop of 2.5 points in the first year, higher","unemployment",", and inflation from tariffs and a weaker","","","18","Canadian","","","Replying to","https://x.com/IntolerantLeft8","@IntolerantLeft8","and","https://x.com/CTVNews","@CTVNews"
"https://x.com/Graff2023","https://pbs.twimg.com/profile_images/501134316009955329/hdQCupXQ_bigger.jpeg","Brian Graff","@Graff2023","·","Apr 23","Why do we need nearly 400,000 immigrants in 2025?","Unemployment","to peak at 7.7%
Oxford forecasts the","2","","49","Canadian","economy will shrink by 1.3% from peak to trough between Q2 2025 and Q1 2026—slightly worse than its previous projection.
That downturn is expected to eliminate 200,000","Quote","","","https://","","",""
"https://x.com/Scott4915863062","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Scott","@Scott4915863062","·","Apr 23","What does the USA have to do with our","Canadian","election.   9 yrs of Liberals and what have they done for","1","3","61","Canadian","kids?   Gave 10 billion to Iraq for their youth","","Replying to","https://x.com/loubruno4","@loubruno4","and","https://x.com/DrJacobsRad","@DrJacobsRad"
"https://x.com/BrendonBernard_","https://pbs.twimg.com/profile_images/1760090780507533312/n4vrgr6Y_bigger.jpg","Brendon Bernard","@BrendonBernard_","·","Apr 23","youth","Canadian","has spiked, and is probably understated, as students often leave the labour force.

But","17","72","22K","unemployment","rates of recent grads (those with post-sec/uni degrees under age 25 &  not in school) -are highest they've been outside of the pandemic in  +20 years","","","","","","",""
"https://x.com/boeing_edward","https://pbs.twimg.com/profile_images/1941354263025758208/JA0Tdhbk_bigger.jpg","Clyde·Boeing","@boeing_edward","·","Apr 23","Public employees can't save","Canadian","economy, only private sectors'. Plus, increase the employees on the public organisation is the only way to cover up the real","2","","57","unemployment","rate for Liberal.","Quote","","","https://","","",""
"https://x.com/Apocataclysm","https://pbs.twimg.com/profile_images/1939744649813590016/-q0Y09x2_bigger.jpg","Carl Hughes","@Apocataclysm","·","Apr 23","talking points:

Threats from Trump tariffs!
Immigration overload
Housing Crisis
High","Canadian","High food & energy costs
Recession to Depression

Jagmeet talking points: 
Healthcare & Dental care!

We need a strong leader & sound solutions for real problems!

PP4PM","","","4","unemployment","","","Replying to","https://x.com/CityNewsVAN","@CityNewsVAN","","",""
"https://x.com/JustTheTip2021","https://pbs.twimg.com/profile_images/1740055279994044416/ks-XrsPn_bigger.jpg","Carlos C","@JustTheTip2021","·","Apr 23","I’ve already sent my help. A 1.75 Litre of","Canadian","Whyskey should hold her off for an hour or so. Helps her calm her nerves for when she’s standing at the","1","2","13","unemployment","line.","","Replying to","https://x.com/VoyceReason","@VoyceReason","","",""
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians using food banks
Inflation at 2.3% and climbing
Debt is $1.2 trillion
GDP/capita at pre-2014 levels","Canadian","dollar at $0.69 vs. US","70","29","7.7K","Unemployment","at 6.5%, up to 25% for youth
Taxes greater than 50% of income
Life","","Replying to","https://x.com/atRachelGilmore","@atRachelGilmore","","",""
"https://x.com/mic11980","https://pbs.twimg.com/profile_images/1712600977709142018/Ap1rr9lU_bigger.png","They are all F****ing crooks!","@mic11980","·","Apr 23","I’m","Canadian","!
It appears cooler heads in the U.S. can’t do shit to fix your Trump country! Needed, popular citizen, peacefull revolution is in order!
No one’s listening to you right now, make them hear you. Mid term elections is to far away but","1","","12","unemployment","for a lot of you isn’t","","","","","","",""
"https://x.com/KlaeTaurus","https://pbs.twimg.com/profile_images/1883724588200165377/oJBFNt-k_bigger.jpg","Deep Scotch","@KlaeTaurus","·","Apr 23","Are you voting Liberal for more of this ??
1 in 7 Canadians using food banks
Inflation at 2.3% and climbing
Debt is $1.2 trillion
GDP/capita at pre-2014 levels","Canadian","dollar at $0.69 vs. US","1","4","435","Unemployment","at 6.5%, up to 25% for youth
Taxes greater than 50% of income
Life","","Replying to","https://x.com/Swiftie01","@Swiftie01","","",""
